Method,Video,Episode,Seen,VMAF,Rebuffer,QoE,Switch,Max_Stall_s,Any_Stall
Proposed_ShieldedQoE,bigbuckbunny,18,1,75.155,0.7458145836985984,3138.393599929869,25,1.432,1
Proposed_ShieldedQoE,bigbuckbunny,19,1,86.72854166666671,0.0,3891.3700000000017,41,0.0,0
Proposed_ShieldedRiskGate,bigbuckbunny,0,1,80.32458333333335,0.2968375965451478,3741.7771814633325,7,0.57,1
Proposed_ShieldedRiskGate,bigbuckbunny,1,1,73.36854166666666,0.24467119478933466,3371.813130600447,6,0.47,1
Proposed_ShieldedRiskGate,bigbuckbunny,2,1,80.32458333333335,0.2594620371047141,3748.953288875896,7,0.498,1
Proposed_ShieldedRiskGate,bigbuckbunny,3,1,80.73770833333337,0.38734283935993885,3757.450174842894,5,0.744,1
Proposed_ShieldedRiskGate,bigbuckbunny,4,1,81.3704166666667,0.2219703089763878,3772.051700676535,9,0.426,1
Proposed_ShieldedRiskGate,bigbuckbunny,5,1,77.98729166666668,0.016479779986231187,3589.805882242644,10,0.032,1
Proposed_ShieldedRiskGate,bigbuckbunny,6,1,73.36854166666666,1.0352868543109452,3220.014923972298,6,1.988,1
Proposed_ShieldedRiskGate,bigbuckbunny,7,1,77.65604166666668,0.0,3676.040000000001,3,0.0,0
Proposed_ShieldedRiskGate,bigbuckbunny,8,1,81.3704166666667,0.0,3814.6700000000014,9,0.0,0
Proposed_ShieldedRiskGate,bigbuckbunny,9,1,77.74166666666666,0.2752136987169271,3526.90896984635,14,0.528,1
Proposed_ShieldedRiskGate,bigbuckbunny,10,1,74.79770833333333,0.5389368028593554,3383.9141338510035,6,1.035,1
Proposed_ShieldedRiskGate,bigbuckbunny,11,1,82.41625000000003,0.22972016733635706,3841.843727871421,9,0.441,1
Proposed_ShieldedRiskGate,bigbuckbunny,12,1,85.19645833333338,0.0,4012.7900000000022,10,0.0,0
Proposed_ShieldedRiskGate,bigbuckbunny,13,1,74.083125,0.5662731310373449,3292.91555884083,9,1.087,1
Proposed_ShieldedRiskGate,bigbuckbunny,14,1,86.25895833333335,0.0,4086.5400000000013,7,0.0,0
Proposed_ShieldedRiskGate,bigbuckbunny,15,1,77.65604166666668,0.0,3676.040000000001,3,0.0,0
Proposed_ShieldedRiskGate,bigbuckbunny,16,1,85.60958333333338,0.0,4085.500000000002,2,0.0,0
Proposed_ShieldedRiskGate,bigbuckbunny,17,1,74.79770833333333,0.5997554472734699,3372.2369541234934,6,1.152,1
Proposed_ShieldedRiskGate,bigbuckbunny,18,1,74.083125,0.7458145836985984,3258.443599929869,9,1.432,1
Proposed_ShieldedRiskGate,bigbuckbunny,19,1,86.46187500000003,0.0,4113.190000000002,4,0.0,0
Ablation_Base,bigbuckbunny,0,1,81.09500000000001,0.2968375965451478,3757.677181463332,6,0.57,1
Ablation_Base,bigbuckbunny,1,1,75.15499999999999,0.24467119478933466,3457.563130600447,6,0.47,1
Ablation_Base,bigbuckbunny,2,1,81.09500000000001,0.2594620371047141,3764.8532888758955,6,0.498,1
Ablation_Base,bigbuckbunny,3,1,82.2785416666667,0.38734283935993885,3831.410174842893,5,0.744,1
Ablation_Base,bigbuckbunny,4,1,82.30458333333335,0.2219703089763878,3851.1917006765348,7,0.426,1
Ablation_Base,bigbuckbunny,5,1,78.06916666666667,0.016479779986231187,3610.885882242644,9,0.032,1
Ablation_Base,bigbuckbunny,6,1,75.15499999999999,1.0352868543109452,3305.764923972298,6,1.988,1
Ablation_Base,bigbuckbunny,7,1,78.56416666666668,0.0,3693.1900000000005,7,0.0,0
Ablation_Base,bigbuckbunny,8,1,82.44229166666669,0.0,3900.4200000000014,7,0.0,0
Ablation_Base,bigbuckbunny,9,1,79.66583333333334,0.2752136987169271,3632.48896984635,12,0.528,1
Ablation_Base,bigbuckbunny,10,1,77.135,0.5389368028593554,3414.2841338510034,12,1.035,1
Ablation_Base,bigbuckbunny,11,1,82.91125000000002,0.22972016733635706,3844.5237278714203,9,0.441,1
Ablation_Base,bigbuckbunny,12,1,86.54375000000005,0.0,4130.340000000002,2,0.0,0
Ablation_Base,bigbuckbunny,13,1,74.71583333333334,0.5662731310373449,3327.21555884083,10,1.087,1
Ablation_Base,bigbuckbunny,14,1,84.94708333333335,0.0,3999.570000000001,7,0.0,0
Ablation_Base,bigbuckbunny,15,1,78.56416666666668,0.0,3693.1900000000005,7,0.0,0
Ablation_Base,bigbuckbunny,16,1,85.69145833333339,0.0,4055.1300000000024,4,0.0,0
Ablation_Base,bigbuckbunny,17,1,77.135,0.5997554472734699,3402.606954123494,12,1.152,1
Ablation_Base,bigbuckbunny,18,1,74.71583333333334,0.7458145836985984,3292.743599929869,10,1.432,1
Ablation_Base,bigbuckbunny,19,1,86.81916666666672,0.0,4143.560000000002,2,0.0,0
Ablation_Future,bigbuckbunny,0,1,82.36645833333334,0.2968375965451478,3699.377181463332,17,0.57,1
Ablation_Future,bigbuckbunny,1,1,77.13499999999999,0.24467119478933466,3371.813130600447,18,0.47,1
Ablation_Future,bigbuckbunny,2,1,82.69333333333333,0.2594620371047141,3742.553288875895,18,0.498,1
Ablation_Future,bigbuckbunny,3,1,84.51458333333333,0.38734283935993885,3770.700174842892,27,0.744,1
Ablation_Future,bigbuckbunny,4,1,83.60645833333332,0.2219703089763878,3740.221700676533,22,0.426,1
Ablation_Future,bigbuckbunny,5,1,79.11,0.016479779986231187,3553.0658822426435,20,0.032,1
Ablation_Future,bigbuckbunny,6,1,77.13499999999999,1.0352868543109452,3220.014923972298,18,1.988,1
Ablation_Future,bigbuckbunny,7,1,80.29416666666667,0.0,3589.07,22,0.0,0
Ablation_Future,bigbuckbunny,8,1,83.85645833333332,0.0,3818.8399999999997,23,0.0,0
Ablation_Future,bigbuckbunny,9,1,82.12145833333332,0.2752136987169271,3651.3389698463493,21,0.528,1
Ablation_Future,bigbuckbunny,10,1,77.90041666666666,0.5389368028593554,3328.5341338510034,21,1.035,1
Ablation_Future,bigbuckbunny,11,1,85.68374999999999,0.22972016733635706,3899.663727871419,20,0.441,1
Ablation_Future,bigbuckbunny,12,1,91.81437499999991,0.0,4289.4599999999955,14,0.0,0
Ablation_Future,bigbuckbunny,13,1,77.43583333333333,0.5662731310373449,3382.80555884083,17,1.087,1
Ablation_Future,bigbuckbunny,14,1,90.15979166666664,0.0,4179.799999999998,21,0.0,0
Ablation_Future,bigbuckbunny,15,1,80.31958333333334,0.0,3614.29,21,0.0,0
Ablation_Future,bigbuckbunny,16,1,92.17291666666661,0.0,4355.669999999997,14,0.0,0
Ablation_Future,bigbuckbunny,17,1,77.90041666666666,0.5997554472734699,3316.856954123494,21,1.152,1
Ablation_Future,bigbuckbunny,18,1,77.43583333333333,0.7458145836985984,3348.3335999298693,17,1.432,1
Ablation_Future,bigbuckbunny,19,1,92.70437499999993,0.0,4377.359999999997,13,0.0,0
Ablation_Lyap,bigbuckbunny,0,1,80.95729166666668,0.2968375965451478,3751.067181463332,6,0.57,1
Ablation_Lyap,bigbuckbunny,1,1,75.51229166666667,0.24467119478933466,3474.7131306004476,6,0.47,1
Ablation_Lyap,bigbuckbunny,2,1,80.95729166666668,0.2594620371047141,3758.2432888758954,6,0.498,1
Ablation_Lyap,bigbuckbunny,3,1,81.86541666666669,0.38734283935993885,3811.580174842893,5,0.744,1
Ablation_Lyap,bigbuckbunny,4,1,81.94729166666669,0.2219703089763878,3834.0417006765347,7,0.426,1
Ablation_Lyap,bigbuckbunny,5,1,78.06916666666667,0.016479779986231187,3610.885882242644,9,0.032,1
Ablation_Lyap,bigbuckbunny,6,1,75.51229166666667,1.0352868543109452,3322.9149239722988,6,1.988,1
Ablation_Lyap,bigbuckbunny,7,1,79.55416666666667,0.0,3740.7100000000005,7,0.0,0
Ablation_Lyap,bigbuckbunny,8,1,82.16687500000002,0.0,3887.200000000001,7,0.0,0
Ablation_Lyap,bigbuckbunny,9,1,79.66583333333334,0.2752136987169271,3632.48896984635,12,0.528,1
Ablation_Lyap,bigbuckbunny,10,1,76.99729166666667,0.5389368028593554,3390.524133851004,13,1.035,1
Ablation_Lyap,bigbuckbunny,11,1,82.91125000000002,0.22972016733635706,3844.5237278714203,9,0.441,1
Ablation_Lyap,bigbuckbunny,12,1,86.6460416666667,0.0,4085.500000000002,7,0.0,0
Ablation_Lyap,bigbuckbunny,13,1,75.56812500000001,0.5662731310373449,3419.57555884083,7,1.087,1
Ablation_Lyap,bigbuckbunny,14,1,86.25062500000001,0.0,4051.8400000000006,8,0.0,0
Ablation_Lyap,bigbuckbunny,15,1,79.41645833333335,0.0,3734.100000000001,7,0.0,0
Ablation_Lyap,bigbuckbunny,16,1,86.84125000000002,0.0,4089.720000000001,8,0.0,0
Ablation_Lyap,bigbuckbunny,17,1,76.99729166666667,0.5997554472734699,3378.8469541234945,13,1.152,1
Ablation_Lyap,bigbuckbunny,18,1,75.56812500000001,0.7458145836985984,3385.1035999298692,7,1.432,1
Ablation_Lyap,bigbuckbunny,19,1,87.4325,0.0,4162.7,4,0.0,0
Pensieve,bigbuckbunny,0,1,81.45229166666668,0.2968375965451478,3761.607181463332,8,0.57,1
Pensieve,bigbuckbunny,1,1,75.15499999999999,0.24467119478933466,3388.963130600447,10,0.47,1
Pensieve,bigbuckbunny,2,1,81.45229166666668,0.2594620371047141,3768.7832888758953,8,0.498,1
Pensieve,bigbuckbunny,3,1,82.2785416666667,0.38734283935993885,3831.410174842893,5,0.744,1
Pensieve,bigbuckbunny,4,1,82.58000000000003,0.2219703089763878,3877.6317006765344,5,0.426,1
Pensieve,bigbuckbunny,5,1,78.56416666666668,0.016479779986231187,3634.6458822426443,9,0.032,1
Pensieve,bigbuckbunny,6,1,75.15499999999999,1.0352868543109452,3237.1649239722983,10,1.988,1
Pensieve,bigbuckbunny,7,1,79.14104166666668,0.0,3720.8800000000006,7,0.0,0
Pensieve,bigbuckbunny,8,1,82.58000000000003,0.0,3920.250000000001,5,0.0,0
Pensieve,bigbuckbunny,9,1,79.94125,0.2752136987169271,3607.4789698463496,14,0.528,1
Pensieve,bigbuckbunny,10,1,77.63000000000001,0.5389368028593554,3386.594133851004,15,1.035,1
Pensieve,bigbuckbunny,11,1,82.91125000000002,0.22972016733635706,3844.5237278714203,9,0.441,1
Pensieve,bigbuckbunny,12,1,86.54375000000005,0.0,4130.340000000002,2,0.0,0
Pensieve,bigbuckbunny,13,1,75.65,0.5662731310373449,3354.90555884083,11,1.087,1
Pensieve,bigbuckbunny,14,1,84.94708333333335,0.0,3999.570000000001,7,0.0,0
Pensieve,bigbuckbunny,15,1,79.77375,0.0,3716.9500000000003,9,0.0,0
Pensieve,bigbuckbunny,16,1,85.91104166666672,0.0,4065.6700000000023,4,0.0,0
Pensieve,bigbuckbunny,17,1,77.63000000000001,0.5997554472734699,3374.916954123494,15,1.152,1
Pensieve,bigbuckbunny,18,1,75.65,0.7458145836985984,3320.433599929869,11,1.432,1
Pensieve,bigbuckbunny,19,1,86.81916666666672,0.0,4143.560000000002,2,0.0,0
RobustMPC,bigbuckbunny,0,1,85.78500000000001,7.411878656919933,2528.759297871373,16,5.058,1
RobustMPC,bigbuckbunny,1,1,78.48229166666667,5.16941504933775,2563.462310527152,16,5.489,1
RobustMPC,bigbuckbunny,2,1,85.78500000000001,7.3745030974795,2535.9354052839362,16,5.058,1
RobustMPC,bigbuckbunny,3,1,85.544375,4.080200322538862,3173.8015380725387,13,5.07,1
RobustMPC,bigbuckbunny,4,1,85.68770833333336,0.7001949141850176,3846.552576476478,11,0.918,1
RobustMPC,bigbuckbunny,5,1,81.69729166666667,8.51443222007051,2073.099013746462,20,5.81,1
RobustMPC,bigbuckbunny,6,1,78.125,3.346024509788766,2879.253294120557,17,3.293,1
RobustMPC,bigbuckbunny,7,1,82.98812500000003,12.384516198238797,1385.3928899381522,19,6.809,1
RobustMPC,bigbuckbunny,8,1,86.04500000000003,1.8027363655375919,3669.1646178167844,11,2.543,1
RobustMPC,bigbuckbunny,9,1,83.968125,11.931268438612648,1499.0964597863715,21,13.908,1
RobustMPC,bigbuckbunny,10,1,80.48770833333334,7.9521965449745355,2119.0582633648896,17,3.349,1
RobustMPC,bigbuckbunny,11,1,87.04541666666667,1.5853157835591287,3721.1793695566475,15,0.894,1
RobustMPC,bigbuckbunny,12,1,93.37979166666662,4.437714330430243,3486.5888485573914,24,7.43,1
RobustMPC,bigbuckbunny,13,1,79.57958333333333,6.5902337907813395,2333.035112169983,18,6.675,1
RobustMPC,bigbuckbunny,14,1,91.43041666666664,7.640628145972084,2789.389395973359,14,10.973,1
RobustMPC,bigbuckbunny,15,1,82.98812500000003,12.490501471199106,1365.0437175297725,19,6.809,1
RobustMPC,bigbuckbunny,16,1,94.35729166666665,5.319455284803879,3425.004585317655,17,4.8,1
RobustMPC,bigbuckbunny,17,1,80.48770833333334,8.013015189388648,2107.381083637379,17,3.349,1
RobustMPC,bigbuckbunny,18,1,79.57958333333333,6.769775243442592,2298.5631532590223,18,7.02,1
RobustMPC,bigbuckbunny,19,1,94.35374999999999,0.9540807802999582,4273.136490182408,14,0.925,1
Genie,bigbuckbunny,0,1,84.61583333333336,0.2968375965451478,3967.587181463333,4,0.57,1
Genie,bigbuckbunny,1,1,78.370625,0.24467119478933466,3663.3631306004477,3,0.47,1
Genie,bigbuckbunny,2,1,84.61583333333336,0.2594620371047141,3974.7632888758963,4,0.498,1
Genie,bigbuckbunny,3,1,84.75354166666669,0.38734283935993885,3950.210174842893,5,0.744,1
Genie,bigbuckbunny,4,1,85.41229166666669,0.2219703089763878,4006.9717006765345,6,0.426,1
Genie,bigbuckbunny,5,1,81.22895833333335,0.016479779986231187,3878.675882242644,1,0.032,1
Genie,bigbuckbunny,6,1,78.370625,1.0352868543109452,3511.564923972299,3,1.988,1
Genie,bigbuckbunny,7,1,82.35666666666668,0.0,3929.3600000000006,2,0.0,0
Genie,bigbuckbunny,8,1,85.55000000000003,0.0,4056.2000000000016,6,0.0,0
Genie,bigbuckbunny,9,1,84.61208333333333,0.2752136987169271,3978.16896984635,3,0.528,1
Genie,bigbuckbunny,10,1,80.57020833333335,0.5389368028593554,3699.2241338510044,5,1.035,1
Genie,bigbuckbunny,11,1,87.1466666666667,0.22972016733635706,4088.7337278714213,6,0.441,1
Genie,bigbuckbunny,12,1,94.3468749999999,0.0,4504.969999999995,5,0.0,0
Genie,bigbuckbunny,13,1,79.08520833333334,0.5662731310373449,3601.61555884083,5,1.087,1
Genie,bigbuckbunny,14,1,92.24312500000002,0.0,4377.150000000001,6,0.0,0
Genie,bigbuckbunny,15,1,82.27479166666669,0.0,3918.820000000001,3,0.0,0
Genie,bigbuckbunny,16,1,94.4195833333333,0.0,4483.529999999999,8,0.0,0
Genie,bigbuckbunny,17,1,80.57020833333335,0.5997554472734699,3687.5469541234943,5,1.152,1
Genie,bigbuckbunny,18,1,79.08520833333334,0.7458145836985984,3567.143599929869,5,1.432,1
Genie,bigbuckbunny,19,1,94.87124999999992,0.0,4537.199999999996,5,0.0,0
BBA,bigbuckbunny,0,1,87.64333333333332,27.063632448745224,-1237.2274301590837,32,8.798,1
BBA,bigbuckbunny,1,1,84.99479166666669,49.23790243838826,-5507.137268170545,17,12.898,1
BBA,bigbuckbunny,2,1,87.64333333333332,27.02625688930479,-1230.0513227465203,32,8.798,1
BBA,bigbuckbunny,3,1,88.02604166666667,28.27554136688902,-1414.8039424426909,27,9.787,1
BBA,bigbuckbunny,4,1,87.42875,20.36275714083765,39.04062895917093,35,7.615,1
BBA,bigbuckbunny,5,1,85.83708333333334,38.505340708456075,-3463.395416023566,23,12.601,1
BBA,bigbuckbunny,6,1,84.99479166666669,50.02851809790987,-5658.9354747986945,17,12.898,1
BBA,bigbuckbunny,7,1,86.77062500000001,44.56867966402028,-4643.006495491893,30,12.778,1
BBA,bigbuckbunny,8,1,87.42875,18.426693777084566,423.98479479976334,33,4.938,1
BBA,bigbuckbunny,9,1,87.64333333333333,32.4402851991578,-2262.1647582382966,30,13.908,1
BBA,bigbuckbunny,10,1,85.97479166666666,40.65583052520934,-3832.939460840194,18,9.333,1
BBA,bigbuckbunny,11,1,88.24062499999998,13.750042933931153,1374.0917566852181,30,4.468,1
BBA,bigbuckbunny,12,1,93.20604166666662,4.907465338406889,3361.5666550258748,28,3.768,1
BBA,bigbuckbunny,13,1,85.23979166666668,48.562218006081196,-5362.725857167589,17,8.037,1
BBA,bigbuckbunny,14,1,91.48624999999998,13.080892571625846,1682.018626247837,32,8.638,1
BBA,bigbuckbunny,15,1,86.66333333333336,41.57415315433704,-4062.907405632711,30,12.778,1
BBA,bigbuckbunny,16,1,94.04020833333333,3.9087631963801273,3644.217466295015,25,4.8,1
BBA,bigbuckbunny,17,1,85.97479166666666,40.71664916962346,-3844.6166405677045,18,9.333,1
BBA,bigbuckbunny,18,1,85.23979166666668,48.741759458742436,-5397.197816078548,17,8.037,1
BBA,bigbuckbunny,19,1,93.41187499999997,1.6663630213480538,3986.9982999011727,23,1.733,1
Fugu,bigbuckbunny,0,1,85.13625000000002,0.8192692481957553,3631.140304346416,23,1.003,1
Fugu,bigbuckbunny,1,1,78.12500000000001,0.24467119478933466,3365.203130600448,22,0.47,1
Fugu,bigbuckbunny,2,1,84.83041666666668,0.2594620371047141,3761.1632888758954,22,0.498,1
Fugu,bigbuckbunny,3,1,84.9985416666667,0.38734283935993885,3799.820174842893,22,0.744,1
Fugu,bigbuckbunny,4,1,84.9991666666667,0.2219703089763878,3952.841700676535,8,0.426,1
Fugu,bigbuckbunny,5,1,80.62875,0.016479779986231187,3551.2058822426434,22,0.032,1
Fugu,bigbuckbunny,6,1,77.76770833333333,1.0352868543109452,3135.5149239722987,27,1.988,1
Fugu,bigbuckbunny,7,1,82.58000000000003,0.03943800988849833,3566.817902101409,31,0.076,1
Fugu,bigbuckbunny,8,1,85.49416666666669,0.13602583334217283,3986.4930399983036,9,0.15,1
Fugu,bigbuckbunny,9,1,84.86083333333336,0.2752136987169271,3702.548969846351,27,0.528,1
Fugu,bigbuckbunny,10,1,79.84999999999998,0.5463156157606476,3336.437401773955,28,1.035,1
Fugu,bigbuckbunny,11,1,86.78000000000002,0.22972016733635706,4043.92372787142,11,0.441,1
Fugu,bigbuckbunny,12,1,93.58541666666663,0.0,4342.899999999999,25,0.0,0
Fugu,bigbuckbunny,13,1,77.90541666666667,0.5662731310373449,3382.5955588408297,19,1.087,1
Fugu,bigbuckbunny,14,1,91.42312499999997,0.19315812887119252,4308.003639256729,8,0.371,1
Fugu,bigbuckbunny,15,1,82.3604166666667,0.0,3631.2000000000007,24,0.0,0
Fugu,bigbuckbunny,16,1,93.99874999999996,0.0,4378.049999999997,20,0.0,0
Fugu,bigbuckbunny,17,1,80.53416666666665,0.5997554472734699,3419.756954123493,24,1.152,1
Fugu,bigbuckbunny,18,1,77.82354166666667,0.7458145836985984,3357.413599929869,17,1.432,1
Fugu,bigbuckbunny,19,1,94.32,0.0,4425.679999999999,25,0.0,0
Proposed,crowd_run,0,1,11.881249999999996,0.1138475493755755,491.34127051988935,5,0.219,1
Proposed,crowd_run,1,1,6.64708333333333,0.0,250.53999999999985,6,0.0,0
Proposed,crowd_run,2,1,11.881249999999996,0.0764719899351418,498.51737793245263,5,0.147,1
Proposed,crowd_run,3,1,10.929583333333326,0.19477216473029918,430.1237443717822,5,0.374,1
Proposed,crowd_run,4,1,10.691666666666661,0.0,433.2599999999997,7,0.0,0
Proposed,crowd_run,5,1,9.026249999999996,0.0,319.0599999999998,10,0.0,0
Proposed,crowd_run,6,1,6.64708333333333,0.6842932311778573,119.15569961385121,6,1.314,1
Proposed,crowd_run,7,1,9.739999999999993,0.0,387.5799999999997,7,0.0,0
Proposed,crowd_run,8,1,10.691666666666661,0.0,433.2599999999997,7,0.0,0
Proposed,crowd_run,9,1,9.695833333333324,0.09211262833334934,337.7543753599965,10,0.177,1
Proposed,crowd_run,10,1,8.788333333333329,0.3234725147086292,245.53327717594294,10,0.621,1
Proposed,crowd_run,11,1,12.074999999999998,6.328475226219377e-05,503.88784932756556,7,0.0,1
Proposed,crowd_run,12,1,17.571250000000003,0.0,739.0000000000002,11,0.0,0
Proposed,crowd_run,13,1,6.171249999999994,0.1754616689328738,148.33135956488798,10,0.337,1
Proposed,crowd_run,14,1,15.219166666666675,0.0,631.9800000000005,9,0.0,0
Proposed,crowd_run,15,1,9.739999999999993,0.0,387.5799999999997,7,0.0,0
Proposed,crowd_run,16,1,17.826249999999998,0.0,756.3,10,0.0,0
Proposed,crowd_run,17,1,8.788333333333329,0.38429115912274364,233.856097448433,10,0.738,1
Proposed,crowd_run,18,1,6.171249999999994,0.3550031215941274,113.8594006539273,10,0.682,1
Proposed,crowd_run,19,1,18.73375,0.0,804.1,10,0.0,0
Proposed_Shielded,crowd_run,0,1,12.357083333333334,0.1138475493755755,559.8612705198896,1,0.219,1
Proposed_Shielded,crowd_run,1,1,9.739999999999995,0.0,398.9999999999998,6,0.0,0
Proposed_Shielded,crowd_run,2,1,12.357083333333334,0.0764719899351418,567.0373779324528,1,0.147,1
Proposed_Shielded,crowd_run,3,1,12.357083333333334,0.19477216473029918,544.3237443717826,1,0.374,1
Proposed_Shielded,crowd_run,4,1,13.070833333333335,0.0,593.1400000000001,3,0.0,0
Proposed_Shielded,crowd_run,5,1,11.881249999999996,0.0,513.1999999999998,5,0.0,0
