trace,mean_kbps,std_kbps,min_kbps,max_kbps
test_fcc_trace_14731_http---www.facebook,430.7642937239537,25.24317495579336,318.5840707964602,475.2475247524752
test_fcc_trace_1171_http---www.yahoo,930.6549421040669,93.55627585495404,721.5454229028874,1066.9430264825787
test_fcc_trace_27175_http---www.amazon,992.8411789973281,769.986679036667,1.1971268954509178,3833.1750255588513
test_fcc_trace_27175_http---www.amazon,728.9518381706902,246.52636188781256,98.05865314052073,1018.8679245283018
test_fcc_trace_27175_http---www.amazon,3130.9829763555967,1012.3531927005703,778.4571190108791,3915.4638818570256
trace_797466_http---www.amazon,685.2196,293.9268790086859,62.855999999999995,990.136
test_fcc_trace_805712_http---www.facebook,1423.9934219270958,52.28499320793917,1316.6475133742838,1555.5555555555557
trace_632966_http---www.yahoo,2783.749466666667,259.1975150246794,1827.256,2979.16
test_fcc_trace_805712_http---www.facebook,1437.1658246519826,56.11689613937238,1349.354067340478,1553.2127286802752
trace_799296_http---www.amazon,1766.152266666667,83.36722405507388,1563.824,1883.848
trace_940760_http---www.youtube,1366.641866666667,15.198765449279831,1320.528,1390.944
test_fcc_trace_215364_http---www.ebay,944.3925148803226,172.07501226442477,550.4587155963303,1132.0754716981132
test_fcc_trace_10652_http---www.amazon,523.7921577535775,25.246361004891178,433.45064966686533,571.4285714285714
test_fcc_trace_14731_http---www.facebook,462.8671980102637,52.84261525802874,315.7894736842105,504.2016806722689
test_fcc_trace_805712_http---www.facebook,1407.4428810156803,208.22971781398036,743.5406131479141,1580.3374110287293
test_fcc_trace_10652_http---www.amazon,3302.8909852239285,620.3880822432052,1233.644859813084,3611.650485436893
test_fcc_trace_215364_http---www.ebay,1092.5234679027828,150.2634866960858,741.5324524632496,1256.6953160758787
test_fcc_trace_1171_http---www.yahoo,867.5743022176738,108.98525869315135,699.0291262135922,1071.4285714285713
test_fcc_trace_27175_http---www.amazon,3306.327066985299,685.155989132482,1233.644859813084,3764.705882352941
test_fcc_trace_27175_http---www.amazon,736.318718550785,138.586289900522,263.33785685407423,831.6831683168316
trace_925960_http---www.ebay,696.7094666666667,94.95384865548573,389.32800000000003,889.7760000000001
trace_925800_http---www.ebay,857.7465333333333,29.347128836887755,738.952,882.288
test_fcc_trace_216810_http---www.facebook,2608.571313224454,483.34384092698997,1480.557392056146,3176.470588235294
test_fcc_trace_5554_http---www.amazon,1182.152191134816,162.52283662034972,648.6486486486486,1257.142857142857
test_fcc_trace_805712_http---www.facebook,1641.6976002808399,123.4317565391739,1349.957217944022,1924.3062433690864
test_fcc_trace_10652_http---www.amazon,1037.228921766778,1125.4470808956812,470.5215419501158,3611.650485436893
test_fcc_trace_215364_http---www.ebay,1075.1407771126915,233.04985848978106,517.2413793103449,1294.1176470588236
test_fcc_trace_1171_http---www.yahoo,857.1292144519176,106.0724034561596,615.6113264866581,981.8181818181818
test_fcc_trace_216810_http---www.facebook,2566.8507075228345,321.24438396243386,1570.0934579439252,2912.621359223301
test_fcc_trace_10652_http---www.amazon,3547.0526317968756,129.16395061570657,3332.386031066819,3841.7596119117998
test_fcc_trace_27175_http---www.amazon,758.8793039927731,45.65253642624873,646.4148663616105,838.9064023650932
test_fcc_trace_10652_http---www.amazon,3061.6646771480723,1090.023575528081,566.0377358490566,3882.3529411764707
trace_797172_http---www.yahoo,1228.7502666666667,393.11722488368395,243.536,2132.712
test_fcc_trace_215364_http---www.ebay,981.4258073168261,232.0912265144734,466.10813238482325,1257.142857142857
test_fcc_trace_216810_http---www.facebook,1094.3061677002581,503.0823617703678,146.34146341463415,2446.6019417475727
test_fcc_trace_5554_http---www.amazon,1197.4600903960163,42.79277048752131,1123.8971260331177,1293.2553946764317
test_fcc_trace_1171_http---www.yahoo,816.32770734849,169.44497817953237,330.586702910862,990.8256880733945
test_fcc_trace_216810_http---www.facebook,1927.1811023235025,828.7899138838056,764.3100943757738,2851.4851485148515
trace_866_http---www.amazon,1485.3061333333333,41.27041231983139,1398.56,1576.28
test_fcc_trace_10652_http---www.amazon,3524.0673949192133,105.54463375449734,3378.640776699029,3799.056722281226
test_fcc_trace_216810_http---www.facebook,1307.3041834640983,883.447399728071,134.28133545013998,2844.8265338396313
test_fcc_trace_14731_http---www.facebook,502.926137012003,35.12238533530611,408.72428347291896,540.5405405405405
test_fcc_trace_14731_http---www.facebook,486.59727189761605,38.548069748691134,398.54744886645074,545.4545454545454
test_fcc_trace_216810_http---www.facebook,1429.5246318816742,725.0558609682569,777.7777777777778,2879.068047337278
test_fcc_trace_10652_http---www.amazon,1049.2342699431372,835.6541300826226,719.4821333985245,3882.3529411764707
test_fcc_trace_216810_http---www.facebook,1758.3503755632082,770.5090468256055,540.5405405405405,2653.846153846154
test_fcc_trace_5554_http---www.amazon,599.9294127478656,26.842031279711506,531.8005252856431,626.0869565217391
trace_806330_http---www.amazon,1057.7272,335.76698385906457,398.608,1434.56
test_fcc_trace_14731_http---www.facebook,493.1632453920691,33.08014604463762,399.08034467129943,554.7532751916033
trace_5294_http---www.youtube,194.68319999999997,27.029514464007676,81.816,210.248
test_fcc_trace_1171_http---www.yahoo,853.3015757908842,136.19635062925838,578.7726855448071,1047.1864767047737
test_fcc_trace_10652_http---www.amazon,3121.5117408448064,1092.688405622323,572.3795435333898,3899.31138442564
test_fcc_trace_14731_http---www.facebook,518.2891640520288,25.8208423506661,429.61800104657175,540.5405405405405
test_fcc_trace_5554_http---www.amazon,1108.4494312425309,212.6572177654346,594.059405940594,1248.639576870264
test_fcc_trace_5554_http---www.amazon,1014.4484733571684,117.13873779596487,633.2459000318682,1081.081081081081
test_fcc_trace_1171_http---www.yahoo,770.817552774238,196.73328895595623,214.28571428571428,962.9263953995729
trace_939592_http---www.facebook,1350.0861333333335,119.35780380791567,1079.008,1453.992
test_fcc_trace_10652_http---www.amazon,3515.575676512092,146.98497229977295,3342.8594626830013,3882.3529411764707
test_fcc_trace_805712_http---www.facebook,1271.6595316683556,330.74748458033883,792.4528301886793,1600.0
test_fcc_trace_805712_http---www.facebook,1556.4365222562192,40.67592553227945,1486.263787068226,1643.139494518538
test_fcc_trace_1171_http---www.yahoo,802.648544523297,118.4042600105426,605.0420168067227,954.0308404714699
test_fcc_trace_14731_http---www.facebook,497.85794785784697,28.712271566605253,399.2802768166095,530.9734513274336
test_fcc_trace_14731_http---www.facebook,439.8359774160703,22.82255900294888,346.15384615384613,462.6156144079969
test_fcc_trace_215364_http---www.ebay,1061.1935829574338,232.6336858316342,560.7476635514018,1318.8561294134684
test_fcc_trace_215364_http---www.ebay,979.5052178328618,212.65673503754797,527.541489961513,1293.7481103235127
test_fcc_trace_5554_http---www.amazon,597.8701054611265,54.77508777096285,448.5981308411215,643.5810810810812
test_fcc_trace_216810_http---www.facebook,2496.534991677603,729.8678546822806,950.8672380277419,3378.640776699029
test_fcc_trace_1171_http---www.yahoo,938.0780082117296,99.72907981542426,724.1379310344828,1068.38192469766
test_fcc_trace_215364_http---www.ebay,899.8533177471825,275.14812244538894,291.4931588340274,1222.2222222222224
test_fcc_trace_27175_http---www.amazon,732.9883846635933,77.73533533863122,547.4107210554249,831.6831683168316
trace_663494_http---www.facebook,2117.895333333333,71.5169458869403,1939.392,2221.9519999999998
test_fcc_trace_14731_http---www.facebook,439.10683009800687,27.196247362046186,366.6741225553603,461.53846153846155
